"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	1833	9	6				3578		"CHINA"	25.2	103		8	11	6700	4						4	87620	4			6700	4						4	87620	4		
	1833	9	18	10	45		5657		"PERU"	-18.251	-71.01		7.7	8	700	3			25	1		3	1001	4			700	3			25	1		3	1001	4		
	1833	11	24				681		"INDONESIA"	-2.5	100.5	75	8.3	9								2		1		1		1						2		1		1
	1833	12	7				682		"JAPAN"	38.9	139.15		7.4		35	1						3	540	3	1790	4	85	2						3	1140	4	1790	4
	1834	1	20	12					"COLOMBIA"	1.1	-76.93	15	6.7	9		3				2		3		3		3		3				2		3		3		3
	1834	2	9	1			684		"JAPAN"	43.3	141.4		6.4									1	23	1										1	73	2		
	1834	2	14			0			"ITALY"	44.3	9.4			10	60	2					0.17	1																
	1834	3	1	13		0			"COLOMBIA"	1.4	-77.1											1																
	1834	3	14				685		"MEXICO"	16.8	-99.9		7																					1		2		
	1834	4	11						"CHINA"	24.9	103		5	6		1						1						1						1				
	1834	5	22	7		0			"COLOMBIA"	11	-74.2											2																
	1834	5	23						"JORDAN"	31.3	35.6		6.3	9		3						2				3		3						2				3
	1834	5							"USA TERRITORY"	14	143.3											2		3										2		3		
	1834	8	12	15	30	0			"VENEZUELA"	8.8	-70.9					2																						
	1834	10	10						"INDONESIA"	-6.7	107			9								3				3								3				3
	1834	10	15	6	30	0			"HUNGARY"	47.6	22.3	32	6.8	8								3																
	1834								"CHINA"	28.6	87.1		6	8		3								1				3						1		1		
	1834								"CHINA"	33	97		5.5	7	88	2											88	2										
	1835	2	20	16	22		689		"CHILE"	-36.83	-73.03		8.2	11	50	1	30	1	500	3		4		3			53	2	30	1	500	3		4		3		3
	1835	4	18	17	25	0			"SWITZERLAND"	46.7	7.8			6								3																
	1835	7	20				691		"JAPAN"	37.9	141.9		7.6									1		1				3						3		3		
	1835	8	23	15		0			"TURKEY"	38.5	35.5			10	300	3						2																
	1835	10	12	23					"ITALY"	39.3	16.3			11	100	2						2																
	1835	11	1					5605	"INDONESIA"	-3.7	128.2			9					60	2		2		2				3			60	2		2		2		
	1836	3	5				695		"INDONESIA"	-8.3	118.7																											
	1836	4	24	23	15	0			"ITALY"	39.6	16.6			11	589	3						3																
	1836	6	10	15	30	0			"USA"	38	-122			10																								
	1836	7	3				697		"CHILE"	-22.6	-70.3		7.5																									
	1836	11	20	7					"ITALY"	40.1	15.8			11	21	1						2																
	1836	11	28				701		"INDONESIA"	-8.3	118.7		7.5									1		2										1		2		
	1837	1	1	1			702		"ISRAEL"	33	35.5		6.4	10	5000	4						4		4			5000	4						4		4		
	1837	4	11	17		0			"ITALY"	44.2	10.5			9	5	1						2																
	1837	8	2			0	704		"USA TERRITORY"	18.2	-64.5											3																
	1837	8	9	21	30		5494		"MEXICO"	16.86	-99.88		6.5																									
	1837	9	10	18		0			"VENEZUELA"	10.3	-66.6					1						2																
	1837	9	10						"CHINA"	34.6	103.7		6	8	37	1						2	941	3			37	1						2	941	3		
	1837	9	29				706	4905	"INDONESIA"	5.5	96	100	7.3									2												2				
	1837	10	18	21	0		5495		"MEXICO"	19.45	-99.15		7																									
	1837	11	7	12	51		708		"CHILE"	-42.5	-74		8.5	10								3		3			16	1						3		3		
	1837	11	22						"MEXICO"	20	-105		7.5																									
	1837	11	28						"INDONESIA"	-8.5	118.5			9								2												1		2		
	1838	1	23	18	36		5841		"ROMANIA"	45.7	26.6	150	6.9	8	42	1						2				3	42	1						2				3
	1838	5	7				710		"CHILE"	-36.7	-73.1																											
	1838	6							"USA"	37.6	-122.4		7	8								1												1				
	1838	8	10	20	30		3296		"CROATIA"	45.2	14.5		5.3	7								1				1								1				1
	1838					0			"ISRAEL"	32	34.5				3000	4						3																
	1838								"MYANMAR (BURMA)"	21.8	96											3												3				
	1839	1	11	9	55	0	5864		"MARTINIQUE"	14.9	-60.6	33	7.8	9	390	3						2					390	3						2				
	1839	2	7						"CHINA"	26.1	99.9		6	8	100	2						2	600	3			100	2						2	600	3		
	1839	2	23						"CHINA"	26.1	99.9		6	8	129	3			18	1		2	1667	4			129	3			18	1		2	1667	4		
	1839	3	22						"EL SALVADOR"	13.7	-89.2					3						4		4				3						4		4		
	1839	3	23						"MYANMAR (BURMA)"	21.9	96			11	400	3						3		3			400	3						3		3		
	1839	3					2329		"USA"																													
	1839	4	12			0			"VENEZUELA"	10.5	-64.2					1						2																
	1839	5	1				713		"JAPAN"	42.5	145		7.3									1												1				
	1839	6	27						"TAIWAN"	23.4	120.4		6.5	8	117	3			534	3		3	6600	4			117	3			534	3		3	6600	4		
	1839	8	16	17	30	0			"SWITZERLAND"	45.9	6.1			7		2						1																
	1840	1	4				715		"INDONESIA"	-8	110.5	150	7	9								3		3										3		3		
	1840	1	28	8			722		"PERU"	-12.3	-77.3	40		5																								
	1840	2	14				718		"INDONESIA"	0.8	127.325											2	500	3										2	500	3		
	1840	3	22				719		"PHILIPPINES"	12.9	123.9		6.5	9	17	1			200	3		3		3			52	2			200	3		3		3		
	1840	7	2	16					"TURKEY"	39.7	44.4		6.7	9	1049	3						4		4			1049	4						4		4		
	1840	8	27	12	5	0			"SLOVENIA"	46.2	14.7	8	4.9	7								2																
	1840	10	30						"GREECE"	38	21			10	12	1						3																
	1840	11	11				2355		"USA"	39.8	-75.2		5.2																									
	1841	5	17	21	30		723		"RUSSIA"	52	158	30	8.4	11								2												2				
	1841	6	15	5	30	0			"AZORES (PORTUGAL)"	38.4	-25.3			10																								
	1841	9	2	12	15	0			"COSTA RICA"	10	-84					3						2																
	1841	11	26				724		"INDONESIA"	-5	130																											
	1841	12	16				725		"INDONESIA"	-4	127.5		6	8																				2		3		
	1842	1	2			0			"AZERBAIJAN"	40.5	50	3	4.3	8								2																
	1842	2	19			0			"AFGHANISTAN"	34.4	70.5				500	3						3																
	1842	4	18	8	30		5875		"GREECE"	36.5	22.3	100		9		1				1		3		3		3		1				1		3		3		3
	1842	5	7	21			726		"HAITI"	19.75	-72.2		8.1		5000	4						4		4			5300	4						4		4		
	1842	6	11						"CHINA"	43.6	93		7	9		2				3		3	5460	4				2				3		3	5460	4		
	1842	11	1				4313		"CANADA"																													
	1842	11	11				727		"BANGLADESH"	24	89.25		6									1												1				
	1842	12	8						"ETHIOPIA"	9.6	39.8			9		3						3						3						3				
	1843	1	5				728		"INDONESIA"	1.5	98	70	7.3	11		3						3		3				3						3		3		
	1843	2	1			0			"IRAN"	38.3	44.6											2																
	1843	2	7				729		"INDONESIA"	-7.2	114		6																									
	1843	2	8	14	50	0	730		"GUADELOUPE"	16.5	-62.2	33	8.3	9	5000	4						4					5000	4						4				
	1843	4	1			0			"INDIA"	19	77											2																
	1843	4	18			0			"IRAN"	38.6	44.9			7	1000	3						3																
	1843	4	25				732		"JAPAN"	42	146		8.4									1					45	1						2	75	2		
	1843	7	8	5	5		733		"NEW ZEALAND"	-39.9	175	33	7.5																									
	1843	9	14	10	30		735		"CROATIA"	42.6	18.1		6.5	7								2				2								2				2
	1843	10	18			0	734		"GREECE"	36.3	27.5			9		2																						
	1843	12	17	22	15	0			"CHILE"	-29.9	-71.3			10																								
	1844	4	16	13	20	0			"USA TERRITORY"	18.3	-66.8			8								2																
	1844	5	12						"IRAN"	33.6	51.4		6.4		1500	4						3		3			1500	4						3		3		
	1844	5	12						"TURKEY"	40.98	34.8			9	200	3						3		3			200	3						3		3		
	1844	5	13						"IRAN"	37.4	48		6.9			4						4		4				4						4		4		
	1844	5					5667		"NICARAGUA"	11.2	-84.8		7.4									1		1		1								2		2		2
	1844	8	30	7	10	0			"SAINT VINCENT AND THE GRENADINES"	13.1	-61.1											2																
	1844	8							"NICARAGUA"	11	-84											2																
	1844	10	19	1	30	0			"ARGENTINA"	-25	-66			8								3																
	1845	2	8	7	30		741	489	"INDONESIA"	1.48	124.85		7	9	118	3						2		3			118	3						2		3		
	1845	2	12						"ETHIOPIA"	12.3	39					2																						
	1845	2	19					3833	"COLOMBIA"	4.5	-75.4		4														1000	3										
	1845	2							"TAIWAN"	24.1	120.5		6	8	380	3				3		3	4000	4			380	3				3		3	4000	4		
	1845	3	9						"MEXICO"	17	-96.3			5								3												3				
	1845	4	7				742		"MEXICO"	17	-100.6		8.3									2				2								2				2
	1845	6	4	2	15	0			"CHILE"	-18.5	-70.4			10																								
	1845	6	19				743		"INDIA"	23.583	68.367		6.3	8		1						1		1				1						2		2		
	1845	7	5				744		"NEW ZEALAND"	-39.93	175.05																											
	1845	10	11			0			"TURKEY"	39.1	26.2			10																								
	1845	12	21	20	40	0			"SLOVENIA"	46.1	14.5	7	4.9	7								2																
	1846	1	25	0	0		749		"INDONESIA"	2	126.5		7.3																									
	1846	3	13	11	0				"CHILE"	-27.35	-70.35			8								2		3										2		3		
	1846	3					750		"JAPAN"	39.5	142.5		6.9																									
	1846	6	10	18					"GREECE"	37	22			10	30	2					0.8	1																
	1846	6	28	1	15				"PERU"	-14	-76.8	50	7.9	6																								
	1846	8	7						"ITALY"	37	15.3			11								2																
	1846	8	14	12	35		3313		"ITALY"	43.4	10.6	5	6.1	10	56	2						3					56	2						3				
	1846	12	10			0			"INDIA"	26	93		7.5																									
	1847	3	8	15	0				"CHILE"	-32.45	-71.27			10		1												1										
	1847	5	8						"JAPAN"	37	138		7.4		12000	4						4	34000	4			12000	4						4	34000	4		
	1847	5	23				751		"PERU"	-12.1	-77.1											1												1				
	1847	6	21			0			"RUSSIA"	46	152	40	7.5																									
	1847	8	7						"EGYPT"	29.5	30.5			11	185	3				4		4	4072	4	4072	4	126	3				4		4	4072	4		4
	1847	10	2						"MEXICO"	17	-96.3											3												3				
	1847	10	8						"CHILE"	-31.61	-71.18		7.3	8		1						1		1				1						1		1		
	1847	10	19				756		"CHILE"	-31.61	-71.18																											
	1847	10	31				757		"INDIA"	7.333	93.667			10								1		2										1		2		
	1847	11	16						"INDONESIA"	-6.67	108.55											2												2				
	1847	12	19	6	0				"PORTUGAL"	38.7	-9.2			10								2		2		2								2		2		
	1848	1	11			0			"ITALY"	37.2	15.2			11								2																
	1848	2							"MOROCCO"	35.3	-2.97											2																
	1848	5	31						"MEXICO"	17	-96.3			6								2												2				
	1848	7	12				759		"FRENCH POLYNESIA"	-17.9	-149.9		6.5																					1				
	1848	10	15	14	10		760		"NEW ZEALAND"	-41.3	174.5		7.9									1												1				
	1848	10	17	4	10		5485		"NEW ZEALAND"				6											1		1										1		2
	1848	10	18	17	33		5486		"NEW ZEALAND"	-41.67	174		6		3	1								2			3	1								2		
	1848	12	3						"TAIWAN"	24.1	120.5		6.8	9	1001	4				4		4	20300	1			1001	4						4	20300	4		
	1849	1	25	5	10		763		"USA TERRITORY"	14	143.3		7.5	9						2		3		3				3				2		3		3		
	1849	2	26	9	30				"VENEZUELA"	7.3	-72.3	13	6	9	40	1						2																
	1849	5	3	10		0			"VENEZUELA"	10.7	-71.6					3						2																
	1849	9	28	9			767		"RUSSIA"	55	166											1		1										1		1		
	1849	10	28	9	0				"RUSSIA"	55	166	20	7.5	10																								
	1849	11	17	10	10		772		"CHILE"	-29.95	-71.37		7.5	8		1						1				1		1						1				1
	1850	4	29			0			"CROATIA"	42.8	17.7			11																								
	1850	9	12						"CHINA"	27.8	102.3		7.5	10	20650	4						4					20650	4						4				
	1850								"CHINA"	34.7	104.9		5	6		2						1		1				2						1		1		
	1851	1	1			0			"SWITZERLAND"	46.3	8			6		2																						
	1851	1	20			0			"ALBANIA"	41.2	20.2			9								2																
	1851	2	2	10					"COLOMBIA"	10.4	-76.4		5							1		1		1								1		1		1		
	1851	2	28	15			775		"TURKEY"	36.5	29		7.1	10								2												2				
	1851	4	2	10	48		777		"CHILE"	-33.32	-71.42		7.1	8		1						3		3				1						3		3		
	1851	4	3	16	30		778		"TURKEY"	36.4	28.7											2												2				
	1851	4	19	14	30				"PAKISTAN"	25.1	62.3											2		3		3								2		3		
	1851	5	15	16	10	0	781		"USA"	37.8	-122.4			6																								
	1851	5	16	13		0			"GUADELOUPE"	16.2	-61.4											2																
	1851	5	23				782		"GREECE"													1												1				
	1851	5	26	18	14		783		"CHILE"	-27.35	-70.35		7.2	10								3		3										2		3		
	1851	8	14	1	23				"ITALY"	41	15.7			11	671	3						3		3			671	3						3		3		
	1851	10	12	6			784		"ALBANIA"	40.5	19.7		6.6	11	2000	4						4		4			2000	4						4		4		
	1851	10	17						"ALBANIA"	40.5	19.7			10	400	3						3		3			400	3						3		3		
	1851	11	13	2	51	0	785		"USA"	40	-122																											
	1851					0			"IRAN"	36.2	55											2																
	1852	1	9				5454		"INDONESIA"	-6.5	105.5	150	6.5	8								1				1								1				1
	1852	1	24						"PAKISTAN"	27.7	68.8				350	3						3		3		3	350	3						3		3		
	1852	1	24						"MEXICO"	17	-96.3			5								2												2				
	1852	2	22			0			"IRAN"	37.1	58.4	10	5.8	9	2000	4						3																
	1852	4	16	22	16	0			"AZORES (PORTUGAL)"	37.5	-25.3			10	12	1						1		1			12	1						1		1		
	1852	5	26						"CHINA"	37.5	105.2		6	8	300	3			400	3		3	20000	4			300	3			400	3		3	20000	4		
	1852	7	17				788		"CUBA"	20	-75.8																											
	1852	7	24			0			"TURKEY"	39.9	41.3		7.3		17	1						1																
	1852	9	16	10	45		790		"PHILIPPINES"	14	120.5		7.5	9	3	1			1	1		3		3			3	1			1	1		3		3		
	1852	11	11	0	0		794		"INDONESIA"	1.5	98		6.8																									
	1852	11	19				796		"INDONESIA"	-3.7	128.2																											
	1852	11	25	7	9	0	798		"USA"																													
	1852	11	25	22	40		799		"INDONESIA"	-5.25	129.75	100	8.3	9								3		3			60	2						3		3		
	1852	11	27				801		"PERU"	-12.1	-77.1			3																								
	1852	11	29				802		"MEXICO"	32.5	-115.5		7																									
	1852	12	4				803		"MEXICO"	17	-100				1	1				4		3		3			1	1				4		3		3		
	1852	12	21	10		0			"AZORES (PORTUGAL)"	38.3	-28.4			10																								
	1852	12	24						"PHILIPPINES"	13.8	121.1			9								2		3										2		3		
	1852	12	24				804		"INDONESIA"	-5	130.5		7									1		1				1						1		2		
	1853	2	1	21					"USA"	35.5	-121			8								2																
	1853	3	11						"JAPAN"	35.5	139.5				79	2						3																
	1853	4	9						"ITALY"	40.9	15.2			9	12	1						2																
	1853	4	22						"IRAN"	29.6	52.5			9	13000	4						4		4			13000	4						4		4		
	1853	5	18	20					"ITALY"	40.8	15.2			12																								
	1853	7	15				807		"VENEZUELA"	10.5	-64.2	14	6.7	9	1000	3				3		3		3			1000	3				3		3		3		
	1853	8	18	8	30		808		"GREECE"	38.25	23.5			9	17	1						2					17	1										
	1853	10	3				5475		"JAPAN"	26.2	127.6																											
	1853	11					810		"RUSSIA"	47	154																											
	1853	12	11	16	15		3376		"MONTENEGRO"	42.4	18.6		5.3	7								2				1								2				1
	1853	12	24				811		"TONGA"	-21.167	-175.167																											
	1853								"PHILIPPINES"	14	123			8								2		2										2		2		
	1854	1	2						"MEXICO"	24	-104.4											2												2				
	1854	1	4				815		"INDONESIA"	-3.5	128.6		6																									
	1854	1	13						"MEXICO"	19.8	-100.2																											
	1854	1	27	18	10	0	818		"USA"	57	-152			5																								
	1854	2	12						"ITALY"	39.3	16.3			10	468	3						3																
	1854	4	14						"EL SALVADOR"	13.8	-89.2				1000	3						4						3						4				
	1854	5	5						"MEXICO"	16.35	-97.7			9								3				3								3				3
	1854	5	31	12	59		819		"USA"	34.4	-119.7																											
	1854	6	16	17		0			"ITALY"	44.3	11.8			12																								
	1854	7	9						"JAPAN"	35	136				1352	4						3	5000	4			1352	4						3	5000	4		
	1854	7	20	1	45				"FRANCE"	43	-0.1			9								2												2				
	1854	7	30	2	30				"ALBANIA"	39.5	20.5			10		3						3		3				3						3		3		
	1854	8	5	5	30		824		"COSTA RICA"	8.5	-83		7.3																					3		1		1
	1854	8	7				825		"COSTA RICA"	8.5	-83		7.2																									
	1854	9	22						"IRAN"	38.06	45.03		4.5	6								2		2										2		2		
	1854	9	27				827		"INDONESIA"	0.8	127.4																											
	1854	10	22	3	35		829		"USA"	37.8	-122.4																											
	1854	12	23	0	46		835		"JAPAN"	34	137.9		8.3		300	3						3	600	3			1000	3						4	8900	4		
	1854	12	24	8	0	0	837		"JAPAN"	33.1	135		8.4			3						3	10000	4			3000	4						4	20000	4	15000	4
	1854	12	24						"CHINA"	29.1	107.1		5.5	7		3						2		2				3						2		2		
	1854	12	29	2	45		3377		"FRANCE"	43.8	7.9			9								2		2		2								2		2		2
	1855	1	23	9			839		"NEW ZEALAND"	-41.25	175	33	8									3		3										3		3		1
	1855	2	1						"MEXICO"	17	-96.3											3																
	1855	2	11	12	0		5507		"NEW ZEALAND"	-39.2	177.6	25	5.5																									
	1855	2	28	1					"TURKEY"	40.2	29.1		6.7	10	1900	4						2																
	1855	3	8						"MEXICO"	17	-96.3											3																
	1855	3	20	0	30	0	844		"USA"	40.75	-124.2			5																								
	1855	3	22			0			"PHILIPPINES"	16	121											2																
	1855	4	11	17	40				"TURKEY"	40.2	29.1			10	400	3						2																
	1855	4	29						"TURKEY"	40.2	29.1		6.7		1300	4						3																
	1855	7	3			0			"ALBANIA"	42	19.5			10								2																
	1855	7	11	4	15		846		"USA"	34.1	-118.1		6	8								2	1	1	26	1								2	1	1	26	1
	1855	7	14						"INDONESIA"	0.8	127.3			9	34	1						2	1	1		2	34	1						2	1	1		2
	1855	7	25	12					"SWITZERLAND"	46.3	7.9			8	1	1						3																
	1855	8	11	9	15		847		"CHILE"	-33	-71.7																											
	1855	8	22	12		0			"ALGERIA"	37.1	5.7			10								2																
	1855	9	25				848		"HONDURAS"	15.91	-85.96											3												3				
	1855	10	22	3	45		849		"USA"	37.8	-122.4																											
	1855	11	7				850		"JAPAN"	34.5	137.6		7									1												1				
	1855	11	11				851		"JAPAN"	35.65	139.8		7		6757	4						4	50000	4			6757	4						4	50000	4		
	1855	12	3				5426		"JAPAN"	32.5	134.5		7																									
	1855	12	11						"CHINA"	39.1	121.6		5.5	7	7	1						2	560	3			7	1						2	560	3		
	1855	12	12			0			"FRANCE"	43.8	6.4			8								2																
	1855						3567		"CHINA"	29.2	108.1		4.8	6								1												1				
	1856	1	12	10	20				"PORTUGAL"	37.1	-8			10	2	1						2	100	2			2	1						2	100	2		
	1856	2	2						"MEXICO"	17	-96.3											3																
	1856	2	15	13	25		856		"USA"	37.5	-122.3		5.5	7																				1				
	1856	3	2				859	581	"INDONESIA"	3.67	125.5																2806	4				2		3		3		
	1856	6	5			0			"ITALY"	46.4	12.4			9								2																
	1856	6	10						"CHINA"	29.7	108.8		5.5	7	300	3						2					300	3										
	1856	7	25				861		"INDONESIA"	-8.5	116																											
	1856	8	4				2377		"HONDURAS"	16	-88		7.5			3						3		3				3						3		3		
	1856	8	21	21	45		3438		"ALGERIA"	37.1	5.7			9	5	1											5	1						1				
	1856	8	22	11	40		3380		"ALGERIA"	37.1	5.7			9	8	1				1		2		2			8	1				1		2		2		
	1856	8	23				864		"JAPAN"	40.5	143.5		8	5													26	1						2	193	3	238	3
	1856	10	12	0	45		866		"GREECE"	35.5	26	100		11	538	3						3	8000	4	8000	4	538	3						3	8000	4		
	1856	11	13				867		"GREECE"	38.25	26.25		6.6	9		2						2		3				2						2		3		
	1857	1	6				3639		"SOUTH SUDAN"	4.9	31.7																							1				
	1857	1	9	10	13	0			"USA"	35.717	-120.317		7.9	7	2	1						3					2	1						3				
	1857	4	9						"IRAN"	37.4	45.3											3																
	1857	4	9						"TURKEY"	38.4	42.1		6.7	9								3		3										3		3		
	1857	4	17				869	4906	"PAPUA NEW GUINEA"	-5.5	147		8									1						2						2		2		
	1857	5	13				870		"INDONESIA"	-8	115.5	50	7		36	1						2		2			36	1						2		2		
	1857	5	23	9			3439		"ALGERIA"	36.5	1.3																											
	1857	7	13	22			871		"JAPAN"	34.8	138.3		6.4									1												1				
	1857	9	16			0			"ITALY"	39.4	16.4				10000	4						3																
	1857	9	17	22			868		"TURKEY"	40.2	29			6								2		2		3								2		2		3
	1857	10	27			0			"IRAN"	38.3	45.4			7								3																
